item	sample	lstm	depth	sentence	grammatical	questionable	note
11	1	google-1b	2	"The lecture that the professor who the newspaper story says did such a thing was reported on Today as "" the single most ERROR of their time . "" </S>"	FALSE	FALSE	NA
11	2	google-1b	2	The lecture that the professor who the newspaper story inferred from him was in fact an there off source . </S>	FALSE	FALSE	NA
11	3	google-1b	2	"The lecture that the professor who the newspaper story hashed ( according to each of the six students declining to leave ) suggested Napier had been a university economist , Ari Stein , and that he had already designed ... new-fangled derivative derivatives ; he denied allegations the company was planning to inflate his bottom numbers . </S>"	FALSE	FALSE	NA
12	1	google-1b	2	The fly that the spiderweb that the spider <UNK> ' made ' by flying dead ERROR ? </S>	FALSE	FALSE	unk
12	2	google-1b	2	The fly that the spiderweb that the spider calls <UNK> AND <UNK> asked for a blue crayon in the morning . </S>	FALSE	FALSE	NA
12	3	google-1b	2	The fly that the spiderweb that the spider moves in from the bottom of from a thousand yards away . @ Glen ... </S>	FALSE	FALSE	NA
13	1	google-1b	2	"The cloud that the city that the airplane does over <UNK> looks like some sort of bomb in <UNK> , or Iran or Afghanistan .. </S>"	FALSE	FALSE	unk
13	2	google-1b	2	The cloud that the city that the airplane didn 't belong to is facing the United States from Iraq . </S>	FALSE	FALSE	NA
13	3	google-1b	2	The cloud that the city that the airplane trips is entering next week . </S>	FALSE	FALSE	NA
14	1	google-1b	2	"The lullaby that the country singer who the record label named after her , which caused some to think that the music company BMG is some sort of London-listed amalgamation of Royal Mail and WH Smith . </S>"	FALSE	FALSE	NA
14	2	google-1b	2	"The lullaby that the country singer who the record label broke with the corporation in 1983 for "" promotional income "" must be peddling books by now because the result drove him to slip to obscurity and to arguably keep the band , though he remains some 13 years younger than Ronnie or Giles , two so that you might guess they weren 't expecting the arrest 's attention . </S>"	FALSE	FALSE	NA
14	3	google-1b	2	The lullaby that the country singer who the record label charts his success and speaks proudly about following up on after the boy turned up alone has just stepped into the cross-fire . </S>	FALSE	FALSE	forgot outermost VP
15	1	google-1b	2	The game that the child who the lawnmower fired would go to Michael Dunlop and be second over all with a <UNK> bill of <UNK> . </S>	FALSE	FALSE	NA
15	2	google-1b	2	The game that the child who the lawnmower was playing enjoyed a hit in the bathroom . </S>	FALSE	FALSE	NA
15	3	google-1b	2	The game that the child who the lawnmower lagged went to sleep and then hit the car and came back again . </S>	FALSE	FALSE	NA
16	1	google-1b	2	"The crime that the gangster who the police officer stopped knocked over is the A and B motorist who became the owner of the car ... no one can see that against the light and the strings , and the officer responds only to cars involved ' , and this will be the first warning festival he will have . </S>"	TRUE	FALSE	NA
16	2	google-1b	2	The crime that the gangster who the police officer was who watched this footage obviously weren 't prosecuted based upon other ' facts ' in his statements and serious make of the car itself as nothing other than a hatchet job on traffic officials . </S>	FALSE	FALSE	NA
16	3	google-1b	2	"The crime that the gangster who the police officer suspected of being involved in a racist argument , is a very cute man who was never as a victim of this along treating his numbers as they are now - although we will not be surprised to see here he is robbing people like <UNK> with their first battery of photos . </S>"	FALSE	FALSE	NA
17	1	google-1b	2	The apartment that the maid who the cleaning service Conservative manager is instructed to visit throughout the day Phillips Bus <UNK> ( and he ) tells her that and thank you for your assistance . What YOU mean is we live in a fascist communist state ! </S>	FALSE	FALSE	NA
17	2	google-1b	2	"The apartment that the maid who the cleaning service company handed over to the three immediately was poisoned , on the opposite side of the street from the hotel ! </S>"	FALSE	FALSE	NA
17	3	google-1b	2	The apartment that the maid who the cleaning service used to live in raised the alarm after the drill was revealed . </S>	FALSE	FALSE	"works with prefix ""the apartment that the maid from the cleaning service"""
18	1	google-1b	2	The shirt that the seamstress who the boss is carrying next to her gets appeared unaware of . </S>	FALSE	FALSE	NA
18	2	google-1b	2	The shirt that the seamstress who the boss is with was known as hoods - a fact the plane was supposed to pay for . </S>	FALSE	FALSE	NA
18	3	google-1b	2	"The shirt that the seamstress who the boss wore today said it was just "" aviator gold . "" : : Anybody in his right shoes should have heard this news ? - An impossible tug of war is afoot . - On one single issue , the price of Lufthansa shares rose to $ speed twice in a matter of minutes . - SkyTeam launched rather than acquire . - The merger news of BA strike finally got trading . - BA of the oil spill with a touch of the toilet brush . - Time to wipe the floor with newspapers , courtesy of the airline industry . - Lost baggage galore with leaks . - Where 's the report on airline price-fixing ? - RBS and Lloyds are racing accordingly . - UK sees euro to nine-month lows , OK , but , rather , and the World 's and Chinese central banks vows to keep pressing on . - At the start of a series of new Bank rate cuts , tick tock , for instance . - When commodity prices come under bets , the FT makes them clear . - Jen Potter and Morgan Stanley go for Nymex , on what is likely to be the next day 's"	FALSE	FALSE	NA
19	1	google-1b	2	The prayer that the monk who the religious fanatic from Russia calls a ' <UNK> <UNK> ' told us in the 9th paragraph of the <UNK> audiovisual report of 2001 . </S>	FALSE	FALSE	NA
19	2	google-1b	2	"The prayer that the monk who the religious fanatic had told the RSNO director dwelt on a magnifying glass well exposed the lack of knowledge about Carlos Boozer as he stood upright in the Seattle Symphony Orchestra in a few months , before returning , like an off-break prospect , to bask in a life of exultation . </S>"	FALSE	FALSE	NA
19	3	google-1b	2	The prayer that the monk who the religious fanatic preaches to Kuol 'ee a good deal more . </S>	FALSE	FALSE	NA
20	1	google-1b	2	The monologue that the actor who the movie industry DJ used to <UNK> is one your most experienced reviewer has to one for similar <UNK> experience . </S>	FALSE	FALSE	NA
20	2	google-1b	2	The monologue that the actor who the movie industry loves is a breakout star in what is estimated to be the global fight for identity is expected later in the week ( James Naughtie derides critics on a fantasy reality show ) . </S>	FALSE	FALSE	NA
20	3	google-1b	2	"The monologue that the actor who the movie industry loves most seems to be Don Rickles , people who probably know him best , too , can answer in little time . </S>"	FALSE	FALSE	NA
