item	sample	lstm	depth	sentence	grammatical	questionable	note
9	12	gulordava	1	"The athlete who the restaurant was playing from at the time gone 2-2 , in total it remains today . <eos>"	FALSE	TRUE	problem is no finite verb
10	10	gulordava	1	"The horror author who the publishing company manages to find by raising funds is <unk> the child worth cleanup , and allows him to replicate in his own item the truth from the facts . <eos>"	TRUE	TRUE	NA
10	11	gulordava	1	"The horror author who the publishing company describes Battista figures is in his weekly column at "" The New Yorker "" , along with director Chris Harper and artist George Ennis . <eos>"	FALSE	TRUE	Argument structure violation
10	12	gulordava	1	The horror author who the publishing company treats <unk> . <eos>	FALSE	NA	unk
11	10	gulordava	1	"The professor who the newspaper story is apparently the principal commentator and organizer of the fledgling computer-based selection model , his brother Allende is sometimes cited as one of the founders of party politics . <eos>"	FALSE	NA	NA
11	11	gulordava	1	"The professor who the newspaper story <unk> to him is <unk> Chopra , a key preventive agent that proposes to address certain aspects of identity theft . <eos>"	FALSE	NA	unk
11	12	gulordava	1	"The professor who the newspaper story is Sen is in his "" <unk> "" ad in the "" Nine Computer Ranger "" - although he mentioned that in malicious nihilism , it is the only one of <unk> 's reason to make reference in "" <unk> "" ( that is , a joke written on his orders ) because he does not make "" <unk> "" on the screen . <eos>"	FALSE	TRUE	NA
12	10	gulordava	1	The <unk> that the spider has surgically mated is <unk> itself by being stained with an overwhelming array of finishes in the belly . <eos>	FALSE	TRUE	unk
12	11	gulordava	1	The <unk> that the spider eats spiritually only if he has little involvement in all their size . <eos>	FALSE	NA	NA
12	12	gulordava	1	The <unk> that the spider is barred from feeding is carried out from a smooth structure . <eos>	TRUE	NA	NA
13	10	gulordava	1	"The city that the airplane worked at was described in detail in "" <unk> "" for a base to conduct a survey of aircraft designs in the 1957 and 1975 aviation season . <eos>"	TRUE	NA	NA
13	11	gulordava	1	The city that the airplane was ferried was extremely dangerous for any aircraft that crashed due to the lake precession . <eos>	TRUE	TRUE	OK on benefactive reading
13	12	gulordava	1	"The city that the airplane works in simply walking from the runway marked the end of the engine , becoming the <unk> runway . <eos>"	FALSE	NA	NA
14	10	gulordava	1	The country singer who the record label has been keeping its family since 2000 received exactly what the band parted . <eos>	FALSE	NA	NA
14	11	gulordava	1	"The country singer who the record label has given reduces 33 people , different noises , and more than two-thirds of most of the cases in <unk> have to give studio recordings per week . <eos>"	FALSE	TRUE	unk and also seems to have an EXTRA verb!
14	12	gulordava	1	The country singer who the record label was changed was The <unk> . <eos>	FALSE	NA	NA
15	10	gulordava	1	"The child who the <unk> thinks would be , <unk> 's <unk> for the future in 2007 , attend one of his stage fathers <unk> the final sleep in the middle of the night . <eos>"	NA	NA	unk
15	11	gulordava	1	The child who the <unk> may have does n't know will be at work . <eos>	NA	NA	unk
15	12	gulordava	1	The child who the <unk> was based is approximately the current person on the west side of the highway and the remainder at <unk> . <eos>	NA	NA	unk
16	10	gulordava	1	"The gangster who the police officer landed behind the gun is <unk> Dan , though the two soon discover that her <unk> returns to them before returning to her live apartment . <eos>"	TRUE	TRUE	NA
16	11	gulordava	1	"The gangster who the police officer and his accomplice explodes , but Wade refuses , puts it in the sacred , infant San Jose Mayor 's office in Toluca Lake , and draws out an ad to buy the vampires ' name in a quick way . <eos>"	TRUE	NA	NA
16	12	gulordava	1	"The gangster who the police officer 's theater suffered at the thugs was a little idol , after Silas threw a buffalo onto his horse 's leg . <eos>"	TRUE	NA	NA
17	10	gulordava	1	The maid who the cleaning service has performed ( see <unk> below ) among the survivors . <eos>	FALSE	NA	NA
17	11	gulordava	1	"The maid who the cleaning service had settled was her assistant <unk> in the landlady 's yard , resulting in her execution of the seal of her husband 's funeral . <eos>"	TRUE	NA	NA
17	12	gulordava	1	"The maid who the cleaning service escapes is a loud , <unk> man nicknamed "" <unk> "" ; his nephew , G. I. <unk> was born in Torrance to <unk> <unk> , the highest school of modern Latin music in the 18th century . <eos>"	TRUE	NA	NA
18	10	gulordava	1	"The <unk> who the boss joins in the crowning - the authority of the sheriff , remembers the two girl 's ships in the citadel and attacks hands while the enemy was quickly holding a <unk> in disguise using the line to chase the freeing of <unk> . <eos>"	TRUE	TRUE	NA
18	11	gulordava	1	"The <unk> who the boss , Orlando Viktor , Hunt ( Brian Neal - Frances de <unk> ) is believed to be to have killed Andy , bring his younger brother by drugs as <unk> to her as boyfriend . <eos>"	FALSE	TRUE	NA
18	12	gulordava	1	The <unk> who the boss have Fangio is using both recent and subsequent logo designs . <eos>	FALSE	TRUE	NA
19	10	gulordava	1	"The monk who the religious fanatic is , even leads the peasants to their deaths , workers and <unk> who are taken from the needy . <eos>"	TRUE	TRUE	NA
19	11	gulordava	1	"The monk who the religious fanatic announces was a priest and leader of the <unk> 's saintly brethren , in keeping with the corrupting influence of the Orthodox and Sunni Jews . <eos>"	TRUE	NA	NA
19	12	gulordava	1	The monk who the religious fanatic was said to perpetuate his individuality . <eos>	FALSE	NA	NA
20	10	gulordava	1	"The actor who the movie industry has run can be fit very similar , but Lieutenant-Colonel <unk> cleverly kills and drops Hank to the goose bus , attacking to a remote location close to the principal London Underground station , stealing a picture word from the experience . <eos>"	TRUE	NA	NA
20	11	gulordava	1	"The actor who the movie industry did was : Governor Jarvis Darrow , <unk> Lincoln "" <unk> v. Ferguson "" , said the legislation was not lawful . <eos>"	TRUE	NA	NA
20	12	gulordava	1	"The actor who the movie industry created puppetry series "" "" ( 1953 ) was named "" <unk> 's Button "" member in 1964 . <eos>"	FALSE	NA	NA
1	10	gulordava	2	"The car that the man who the mechanic is is is a toy based on the phone note where people earned a girl , 13 Sam , for Voice of Heaven . <eos>"	TRUE	NA	Wow!!!
1	11	gulordava	2	"The car that the man who the mechanic arrived was fabricated was to trap Chancellor William , his chauffeur , laborer and coach to discuss the police station if the network was not talking . <eos>"	FALSE	NA	NA
1	12	gulordava	2	The car that the man who the mechanic had is access to . <eos>	FALSE	NA	NA
2	10	gulordava	2	"The staircase that the girl who the newspaper is , now to the right , represents the aunt art sector , where she might appear as the key desk storyteller and as an editorial reporter with the news . <eos>"	FALSE	NA	NA
2	11	gulordava	2	"The staircase that the girl who the newspaper would speak "" <unk> gave her it if whoever recognized it as a picture music ? <eos>"	FALSE	NA	NA
2	12	gulordava	2	The staircase that the girl who the newspaper was in which seems to like that home is an unusual case that has been street imitated in the Old Course . <eos>	FALSE	NA	NA
3	10	gulordava	2	The teacher that the mouse that the cat displays Tony is the singer within the movie . <eos>	FALSE	NA	NA
3	11	gulordava	2	The teacher that the mouse that the cat chose for went the new dog would be made . <eos>	FALSE	NA	"almostÉbut arg stucture violation of ""went"""
3	12	gulordava	2	"The teacher that the mouse that the cat was killed evaluated not had an effect on and what the child ought helped , but still helped <unk> taking a job in addition . <eos>"	FALSE	TRUE	NA
4	10	gulordava	2	The manuscript that the author who the editor was evidently gypsum is he almost exclusively a continuation of the role of the Wolf by <unk> Meridian . <eos>	FALSE	NA	NA
4	11	gulordava	2	The manuscript that the author who the editor performed teaches during the then second reading had been intended to be represented by the writer in London . <eos>	TRUE	NA	wow!!!
4	12	gulordava	2	"The manuscript that the author who the editor was was was an old copy printed in the middle of the manuscript called "" <unk> "" for Moscow . <eos>"	TRUE	NA	wow!!!
5	10	gulordava	2	The river that the bridge that the mayor considered for anyone agreed is to divide the waterway into two kinds . <eos>	TRUE	TRUE	NA
5	11	gulordava	2	The river that the bridge that the mayor issued is robust over a <unk> course weighing in breadth . <eos>	FALSE	NA	NA
5	12	gulordava	2	The river that the bridge that the mayor originated wanted to be launched there is a water wall constructed on top of the shallow water that lands on top of a spillway <unk> . <eos>	TRUE	TRUE	NA
6	10	gulordava	2	"The bicycle that the man who the car Watson says would be from the dashboard , temporarily <unk> the airplane . <eos>"	FALSE	NA	NA
6	11	gulordava	2	The bicycle that the man who the car 's <unk> lies is one whose desire that it is run by a <unk> <unk> attracts inadvertent force . <eos>	FALSE	NA	unk
6	12	gulordava	2	The bicycle that the man who the car shared is why he has not managed the coaching debt . <eos>	FALSE	NA	NA
7	10	gulordava	2	The picture that the artist who the school operations includes in the navigation presentation was taught by Mt . <eos>	FALSE	NA	NA
7	11	gulordava	2	"The picture that the artist who the school had been moving to the gym was not a part of the art school produced , but decided to leave it . <eos>"	FALSE	NA	NA
7	12	gulordava	2	The picture that the artist who the school is dedicated to the sculptor Hubert de Sully was given by German director Johann Moritz Salomon who wrote on the north-western part of the title 's Louvre . <eos>	TRUE	NA	wow!!!
8	10	gulordava	2	The volcano that the geologist who the natives developed and encountered roots in the Permian was surprisingly pure rock until reached from <unk> . <eos>	TRUE	TRUE	"If ""roots"" is a verb then this is OK"
8	11	gulordava	2	The volcano that the geologist who the natives wore was the most fearsome . <eos>	FALSE	NA	NA
8	12	gulordava	2	"The volcano that the geologist who the natives formed is unknown such as the dwarf Devonian , "" <unk> <unk> "" , perhaps the first discovery of a German <unk> basin . <eos>"	FALSE	NA	NA
9	10	gulordava	2	The trophy that the athlete who the restaurant occupies December has the responsibility needed for hospitality . <eos>	FALSE	NA	NA
9	11	gulordava	2	"The trophy that the athlete who the restaurant draws employees is the emphasis upon the union of the officers , coaches , and coaches . <eos>"	FALSE	NA	NA
9	12	gulordava	2	The trophy that the athlete who the restaurant was for just to get upset was : This was too difficult for the total fast-food brewers in the area to be lowered . <eos>	FALSE	NA	NA
10	10	gulordava	2	"The novel that the horror author who the publishing company occupied tenements has been with Jewish scholars such as Moses <unk> , Carroll Irving , Milton Friedman , Richard Bond , Peter Gunn , John Silver Marin , and Sun Yat-sen . <eos>"	FALSE	NA	NA
10	11	gulordava	2	"The novel that the horror author who the publishing company talks about the trial use of "" Alien "" is a shroud of mystery that he is very hysterical . <eos>"	FALSE	NA	NA
10	12	gulordava	2	"The novel that the horror author who the publishing company is copying were Dr. <unk> A. O. <unk> ( August 1866 - Milton , 1948 ) : In "" The Official Guide to World <unk> India : In the Middle Ages , <unk> and <unk> "" published on 20 March 1912 ( "" see above the article of <unk> on the Copper Islands ] "" , "" a fleet primarily composed of 150 men "" at a time when the Dutch and Chinese both the English had been allies of <unk> and the British also developed a strident whaling and embargo against the United States . <eos>"	FALSE	NA	NA
11	10	gulordava	2	"The lecture that the professor who the newspaper story began during the Great Depression in 1937 , circulated in the West for over one century or more , acted as a sign of self-government . <eos>"	TRUE	TRUE	"Only grammatical if ""acted"" is a pop back up to the matrixclause"
11	11	gulordava	2	The lecture that the professor who the newspaper story he was innovative contributed to : St. Augustine in 1879 . <eos>	FALSE	NA	NA
11	12	gulordava	2	"The lecture that the professor who the newspaper story is attend the freezing spring is Dr. Fairchild 's comment reply to "" The Sydney Morning Herald "" saying , "" No club is afterwards known to be who also brought to life in a haunted house , but hardly died from extreme abuse , completely ignoring any matter itself at all . <eos>"	FALSE	TRUE	would be grammatical if you were very liberal with argument structure
12	10	gulordava	2	The fly that the <unk> that the spider carries with its Black Fisherman helps her the queen curled in Travers 's face to illustrate the <unk> part of the story . <eos>	FALSE	TRUE	NA
12	11	gulordava	2	"The fly that the <unk> that the spider eats the lookout for the insect is "" I had cooked to believe around my strategy to take water from the <unk> of Beef Yard , as still they had cost a lot of fur , only because of Alberta 's extreme deaths staged by their colonies . <eos>"	FALSE	NA	NA
12	12	gulordava	2	The fly that the <unk> that the spider employs is seen as the resulting shock and redness . <eos>	FALSE	NA	NA
13	10	gulordava	2	The cloud that the city that the airplane stood furnished was over that time <unk> having received changes in the planning authority and planning for this programme . <eos>	TRUE	TRUE	NA
13	11	gulordava	2	The cloud that the city that the airplane was involved was all <unk> debris that <unk> . <eos>	TRUE	TRUE	NA
13	12	gulordava	2	The cloud that the city that the airplane had acquired was launched on 1 August 1967 . <eos>	TRUE	NA	NA
14	10	gulordava	2	The <unk> that the country singer who the record label used to pose Nina Born is <unk> <unk> ( scarf eggs ) and a striped cries . <eos>	FALSE	NA	Unk
14	11	gulordava	2	"The <unk> that the country singer who the record label had previously wrote "" per se "" was to be crowned with the modern Foster 's Golden Bass title , also based on a suggestion by Richard Rose Williams . <eos>"	TRUE	TRUE	NA
14	12	gulordava	2	"The <unk> that the country singer who the record label did , and by suggesting that the band hired randomly scheduled <unk> records was to determine what is obviously hoping for a production on the album . <eos>"	FALSE	NA	Unk
15	10	gulordava	2	"The game that the child who the <unk> moves was around in the play scene , prior to race at the end of the episode . <eos>"	FALSE	NA	Unk
15	11	gulordava	2	The game that the child who the <unk> adopts is that a Turkish cat may sign his own calling or button in loyalty to the individual mobile city . <eos>	FALSE	NA	Unk
15	12	gulordava	2	"The game that the child who the <unk> is for is Lewis <unk> , with special abilities typically in therapy with a pack of experienced coworkers devoted to finding a location for a model for release . <eos>"	FALSE	NA	Unk
16	10	gulordava	2	The crime that the gangster who the police officer sells implies is the physical shovel and sickle which <unk> free spirit . <eos>	TRUE	NA	NA
16	11	gulordava	2	"The crime that the gangster who the police officer does n't have to do is n't , however , and got this following he would drive a boy taxi by <unk> from the rear of the train . <eos>"	FALSE	TRUE	NA
16	12	gulordava	2	The crime that the gangster who the police officer earns for the shooting caused the deaths of many of his own gang members and constables . <eos>	FALSE	NA	NA
17	10	gulordava	2	"The apartment that the maid who the cleaning service was , but Isabella Gallagher , a fashion magnate , suggests that it is simply the mock chance that Irene 's husband Robert Appleby has been featured in "" EastEnders "" for a while . <eos>"	FALSE	NA	NA
17	11	gulordava	2	The apartment that the maid who the cleaning service is supposed to receive is not so beautiful . <eos>	FALSE	NA	NA
17	12	gulordava	2	The apartment that the maid who the cleaning service was at Kawasaki 's time is quite controversial . <eos>	FALSE	NA	NA
18	10	gulordava	2	"The shirt that the <unk> who the boss wears is symbolized all such : "" Pulp is Tough "" , prior to the first draft surface , but with the veteran of 20th century <unk> Roy Thomas became his "" Points of Light "" character and his strong personality is now the only pinnacle hurt for the Americans ( as Cagney had already been planned , Arnold Schwarzenegger ) with his wings due skilled actor one . <eos>"	FALSE	TRUE	Unk
18	11	gulordava	2	The shirt that the <unk> who the boss takes time was placed in the jacket ; the finger at a moving area was usually provided by a car tucked inside the house force and required melee combat and serious mobility in an opposite direction . <eos>	FALSE	NA	NA
18	12	gulordava	2	The shirt that the <unk> who the boss badge is is his ' <unk> ' costume . <eos>	FALSE	TRUE	Unk
19	10	gulordava	2	"The prayer that the monk who the religious fanatic is curses is sorghum in the anal pod , and they assist the reader in a strictly <unk> posture and for slaughter . <eos>"	TRUE	NA	NA
19	11	gulordava	2	"The prayer that the monk who the religious fanatic uses , sought to follow Daryl by being physically prepared to open a <unk> in Heaven Church , and finally Sunday , 14 November . <eos>"	FALSE	NA	NA
19	12	gulordava	2	The prayer that the monk who the religious fanatic takes on experience ( <unk> often meets at least Â£5 but also <unk> ) offers open prayers a warning and tells him that some <unk> must be present in the shrine . <eos>	FALSE	TRUE	xUnk
20	10	gulordava	2	"The monologue that the actor who the movie industry plays an role was to back a drama : Before they were photographed , they told interviewers from a field of artistic interviewing that they were to lose out , without any involvement in the film . <eos>"	FALSE	NA	NA
20	11	gulordava	2	The monologue that the actor who the movie industry was referenced was fictitious . <eos>	TRUE	NA	NA
20	12	gulordava	2	The monologue that the actor who the movie industry is enjoying is one whom things have handed down from place to place . <eos>	FALSE	NA	NA
